,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,album_id,album_name
5RwMXNm3sTkYtHiqrgzIJt,0.629,0.73,11,-6.619,0,0.0898,0.185,0,0.238,0.222,102.771,audio_features,5RwMXNm3sTkYtHiqrgzIJt,spotify:track:5RwMXNm3sTkYtHiqrgzIJt,https://api.spotify.com/v1/tracks/5RwMXNm3sTkYtHiqrgzIJt,https://api.spotify.com/v1/audio-analysis/5RwMXNm3sTkYtHiqrgzIJt,115340,4,6JwKweSIWOsw6DCZVzgl2y,Good Trip ->
40rXWke6SnXiGkSmaT8ZUr,0.695,0.719,2,-5.938,1,0.0903,0.227,0.000171,0.0884,0.781,180.074,audio_features,40rXWke6SnXiGkSmaT8ZUr,spotify:track:40rXWke6SnXiGkSmaT8ZUr,https://api.spotify.com/v1/tracks/40rXWke6SnXiGkSmaT8ZUr,https://api.spotify.com/v1/audio-analysis/40rXWke6SnXiGkSmaT8ZUr,175187,4,7f6r6ijWtMJ0QYydwuCYvH,Nibiru
3CeCwYWvdfXbZLXFhBrbnf,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,audio_features,3CeCwYWvdfXbZLXFhBrbnf,spotify:track:3CeCwYWvdfXbZLXFhBrbnf,https://api.spotify.com/v1/tracks/3CeCwYWvdfXbZLXFhBrbnf,https://api.spotify.com/v1/audio-analysis/3CeCwYWvdfXbZLXFhBrbnf,235767,4,4j2syEjl3h1To8KbRgvmJn,Love Story (Taylor’s Version)
1Gd6Hz1MSEiY8205ToJjsh,0.6,0.452,0,-8.993,1,0.0281,0.606,3.5e-06,0.104,0.265,156.06,audio_features,1Gd6Hz1MSEiY8205ToJjsh,spotify:track:1Gd6Hz1MSEiY8205ToJjsh,https://api.spotify.com/v1/tracks/1Gd6Hz1MSEiY8205ToJjsh,https://api.spotify.com/v1/audio-analysis/1Gd6Hz1MSEiY8205ToJjsh,214933,4,5lr6o2FEUN5Bbf3IwWIkc8,Huracán
3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,audio_features,3EPXxR3ImUwfayaurPi3cm,spotify:track:3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,196373,4,0YZLXTaHLcgl5UdtKDiUXD,Be Alright
64AuJcHQWs6wHZy04fXcJU,0.629,0.531,7,-10.751,1,0.0831,0.575,1.15e-05,0.147,0.205,125.818,audio_features,64AuJcHQWs6wHZy04fXcJU,spotify:track:64AuJcHQWs6wHZy04fXcJU,https://api.spotify.com/v1/tracks/64AuJcHQWs6wHZy04fXcJU,https://api.spotify.com/v1/audio-analysis/64AuJcHQWs6wHZy04fXcJU,162793,4,0dyub1ZzcvFQXdXSXIz164,Que tu quieres de mi?
2EzRdhuoPyNJDlep7lnNf2,0.802,0.744,6,-5.968,1,0.078,0.0807,0,0.0917,0.45,99.983,audio_features,2EzRdhuoPyNJDlep7lnNf2,spotify:track:2EzRdhuoPyNJDlep7lnNf2,https://api.spotify.com/v1/tracks/2EzRdhuoPyNJDlep7lnNf2,https://api.spotify.com/v1/audio-analysis/2EzRdhuoPyNJDlep7lnNf2,215083,4,5kpilAKnaFNV2DX5ewD7x7,Dembow
2ZN0GHIwy1KLEJODW1uVkO,0.849,0.409,1,-9.178,1,0.422,0.252,0,0.101,0.407,88.979,audio_features,2ZN0GHIwy1KLEJODW1uVkO,spotify:track:2ZN0GHIwy1KLEJODW1uVkO,https://api.spotify.com/v1/tracks/2ZN0GHIwy1KLEJODW1uVkO,https://api.spotify.com/v1/audio-analysis/2ZN0GHIwy1KLEJODW1uVkO,137187,4,3js3vnaiDDghVu9ADH93Q5,FERXXO (VOL 1: M.O.R)
13fLjGgOynJjEbPAQuQFdz,0.635,0.217,7,-13.404,0,0.0482,0.896,0.908,0.062,0.087,139.983,audio_features,13fLjGgOynJjEbPAQuQFdz,spotify:track:13fLjGgOynJjEbPAQuQFdz,https://api.spotify.com/v1/tracks/13fLjGgOynJjEbPAQuQFdz,https://api.spotify.com/v1/audio-analysis/13fLjGgOynJjEbPAQuQFdz,202286,4,15EnJpBZRVPboRqgYYgyQb,Between Worlds
2SbzdGpOKlH3HIAGTWTbwU,0.574,0.734,1,-2.697,1,0.0728,0.241,0.00806,0.0962,0.769,98.023,audio_features,2SbzdGpOKlH3HIAGTWTbwU,spotify:track:2SbzdGpOKlH3HIAGTWTbwU,https://api.spotify.com/v1/tracks/2SbzdGpOKlH3HIAGTWTbwU,https://api.spotify.com/v1/audio-analysis/2SbzdGpOKlH3HIAGTWTbwU,255507,4,0SukGZiXMtmsZoxstkBtNR,Aura
4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867,4,3E12WU80fDMyu7GyIAx7wJ,Beautiful People (feat. Khalid)
2zWsvszAYDfq9sOJ0yjCfm,0.71,0.857,11,-4.885,0,0.0293,0.258,0,0.136,0.924,110.005,audio_features,2zWsvszAYDfq9sOJ0yjCfm,spotify:track:2zWsvszAYDfq9sOJ0yjCfm,https://api.spotify.com/v1/tracks/2zWsvszAYDfq9sOJ0yjCfm,https://api.spotify.com/v1/audio-analysis/2zWsvszAYDfq9sOJ0yjCfm,163615,4,7efm9aS7o0nb2XJHJkkpJU,A Mi Lao
6tMZvhhROuvyA28xGaIWlP,0.535,0.13,1,-25.652,1,0.0341,0.876,0.873,0.12,0.18,140.042,audio_features,6tMZvhhROuvyA28xGaIWlP,spotify:track:6tMZvhhROuvyA28xGaIWlP,https://api.spotify.com/v1/tracks/6tMZvhhROuvyA28xGaIWlP,https://api.spotify.com/v1/audio-analysis/6tMZvhhROuvyA28xGaIWlP,133708,4,7Fbp8pYofgY3Qdvu69iupM,River Glow
5kcjAzyK4Iax6LXBKaio8M,0.774,0.861,1,-4.727,0,0.0867,0.0525,0,0.0455,0.502,98.027,audio_features,5kcjAzyK4Iax6LXBKaio8M,spotify:track:5kcjAzyK4Iax6LXBKaio8M,https://api.spotify.com/v1/tracks/5kcjAzyK4Iax6LXBKaio8M,https://api.spotify.com/v1/audio-analysis/5kcjAzyK4Iax6LXBKaio8M,191600,4,1RFerxY91OYscmhptGI6DS,PELIGROSA
5etssK2rpk4SnHWWD1Q6xn,0.648,0.727,2,-6.761,1,0.0289,0.157,6.11e-06,0.15,0.514,147.883,audio_features,5etssK2rpk4SnHWWD1Q6xn,spotify:track:5etssK2rpk4SnHWWD1Q6xn,https://api.spotify.com/v1/tracks/5etssK2rpk4SnHWWD1Q6xn,https://api.spotify.com/v1/audio-analysis/5etssK2rpk4SnHWWD1Q6xn,291867,4,1sqgDb8MhdXgKAdGGLny9g,Drama Y Luz
69Y5IZuBvGyzySFt5x7kCq,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284,audio_features,69Y5IZuBvGyzySFt5x7kCq,spotify:track:69Y5IZuBvGyzySFt5x7kCq,https://api.spotify.com/v1/tracks/69Y5IZuBvGyzySFt5x7kCq,https://api.spotify.com/v1/audio-analysis/69Y5IZuBvGyzySFt5x7kCq,236731,4,0fz7mvsACRDrvT5PYTt4U9,Más De La Una
33IOhptvC2Qoy2UhjiHXLV,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,audio_features,33IOhptvC2Qoy2UhjiHXLV,spotify:track:33IOhptvC2Qoy2UhjiHXLV,https://api.spotify.com/v1/tracks/33IOhptvC2Qoy2UhjiHXLV,https://api.spotify.com/v1/audio-analysis/33IOhptvC2Qoy2UhjiHXLV,195000,4,3B8J3BMp7lMA5YR5bUXHGK,Flames
2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe)
7J0whZGFLGZSLYEPEJsvSx,0.752,0.708,5,-5.675,0,0.0421,0.191,0,0.0876,0.961,94.951,audio_features,7J0whZGFLGZSLYEPEJsvSx,spotify:track:7J0whZGFLGZSLYEPEJsvSx,https://api.spotify.com/v1/tracks/7J0whZGFLGZSLYEPEJsvSx,https://api.spotify.com/v1/audio-analysis/7J0whZGFLGZSLYEPEJsvSx,211107,4,6ILlAsXOF5S8OdIYyS1XZf,Radio la Colifata Presenta: El Canto del Loco
6ayCEojiJIe5d8DwXVlGU4,0.816,0.733,0,-6.587,1,0.0448,0.124,0,0.0812,0.571,93.022,audio_features,6ayCEojiJIe5d8DwXVlGU4,spotify:track:6ayCEojiJIe5d8DwXVlGU4,https://api.spotify.com/v1/tracks/6ayCEojiJIe5d8DwXVlGU4,https://api.spotify.com/v1/audio-analysis/6ayCEojiJIe5d8DwXVlGU4,222483,4,6RDbxjNkPz78Y7Rv5dBiTD,Domingo (feat. Cosculluela)
4b2V2ZuTYELubat4l5qZaE,0.883,0.418,7,-8.095,0,0.0735,0.337,4.67e-05,0.164,0.526,129.965,audio_features,4b2V2ZuTYELubat4l5qZaE,spotify:track:4b2V2ZuTYELubat4l5qZaE,https://api.spotify.com/v1/tracks/4b2V2ZuTYELubat4l5qZaE,https://api.spotify.com/v1/audio-analysis/4b2V2ZuTYELubat4l5qZaE,214310,4,0qJkFmVwwNXP6fvSemDZqn,Homerun
2ZFekiN5GOzIeYoMSliokJ,0.732,0.544,10,-7.756,0,0.0577,0.676,0,0.0869,0.389,134.992,audio_features,2ZFekiN5GOzIeYoMSliokJ,spotify:track:2ZFekiN5GOzIeYoMSliokJ,https://api.spotify.com/v1/tracks/2ZFekiN5GOzIeYoMSliokJ,https://api.spotify.com/v1/audio-analysis/2ZFekiN5GOzIeYoMSliokJ,263626,4,1PLDFvodvLGWIvfCMW9DMG,Tres Tequilas
2wf0PyWpWd5bSqKmnLEp3P,0.824,0.708,7,-5.535,1,0.062,0.0454,0.000651,0.127,0.594,110.057,audio_features,2wf0PyWpWd5bSqKmnLEp3P,spotify:track:2wf0PyWpWd5bSqKmnLEp3P,https://api.spotify.com/v1/tracks/2wf0PyWpWd5bSqKmnLEp3P,https://api.spotify.com/v1/audio-analysis/2wf0PyWpWd5bSqKmnLEp3P,161514,4,4kPa49Im5NrcUQ0ci1pTae,Pendulum
2BxzmBb2uqwnpyVuJqIIV9,0.672,0.683,11,-4.433,0,0.105,0.542,0,0.203,0.568,88.042,audio_features,2BxzmBb2uqwnpyVuJqIIV9,spotify:track:2BxzmBb2uqwnpyVuJqIIV9,https://api.spotify.com/v1/tracks/2BxzmBb2uqwnpyVuJqIIV9,https://api.spotify.com/v1/audio-analysis/2BxzmBb2uqwnpyVuJqIIV9,223488,4,3FKA9NEOo3FYqykdnTqp58,Victoria
6O8ovLPwfcjSsvBp7wsiLC,0.786,0.56,0,-7.78,1,0.0431,0.635,2.54e-06,0.16,0.477,119.993,audio_features,6O8ovLPwfcjSsvBp7wsiLC,spotify:track:6O8ovLPwfcjSsvBp7wsiLC,https://api.spotify.com/v1/tracks/6O8ovLPwfcjSsvBp7wsiLC,https://api.spotify.com/v1/audio-analysis/6O8ovLPwfcjSsvBp7wsiLC,211059,4,0NIVR7K0ylT106VStX0f2A,Princesa de Oro
4i1yHB5Q9PhtWlWCplG3u5,0.559,0.82,5,-3.381,1,0.0591,0.00606,0,0.0958,0.428,126.091,audio_features,4i1yHB5Q9PhtWlWCplG3u5,spotify:track:4i1yHB5Q9PhtWlWCplG3u5,https://api.spotify.com/v1/tracks/4i1yHB5Q9PhtWlWCplG3u5,https://api.spotify.com/v1/audio-analysis/4i1yHB5Q9PhtWlWCplG3u5,202151,4,4kOQZmvSBepp9AUhc65Tgf,Word Of Mouth (Deluxe)
2nIBvIuK9PeJz6T5Ad8ek9,0.489,0.567,1,-10.268,1,0.135,0.219,0,0.101,0.703,204.331,audio_features,2nIBvIuK9PeJz6T5Ad8ek9,spotify:track:2nIBvIuK9PeJz6T5Ad8ek9,https://api.spotify.com/v1/tracks/2nIBvIuK9PeJz6T5Ad8ek9,https://api.spotify.com/v1/audio-analysis/2nIBvIuK9PeJz6T5Ad8ek9,155417,4,25irMheIsyVdjpgXWtO6bT,Siento Tus Labios
5AezhHjX3R1bmxcAEgrFpS,0.502,0.594,11,-5.031,1,0.0365,0.0256,0,0.0834,0.349,153.687,audio_features,5AezhHjX3R1bmxcAEgrFpS,spotify:track:5AezhHjX3R1bmxcAEgrFpS,https://api.spotify.com/v1/tracks/5AezhHjX3R1bmxcAEgrFpS,https://api.spotify.com/v1/audio-analysis/5AezhHjX3R1bmxcAEgrFpS,194973,5,1gMxiQQSg5zeu4htBosASY,Made In The A.M. (Deluxe Edition)
5DrikCrFK2V1F7NtEBqSXO,0.611,0.624,9,-4.349,1,0.0349,0.734,0,0.0629,0.523,117.143,audio_features,5DrikCrFK2V1F7NtEBqSXO,spotify:track:5DrikCrFK2V1F7NtEBqSXO,https://api.spotify.com/v1/tracks/5DrikCrFK2V1F7NtEBqSXO,https://api.spotify.com/v1/audio-analysis/5DrikCrFK2V1F7NtEBqSXO,157964,4,5Kj8zz1WaX0lBmafw4qzvV,La Verdad
7jicciytVTNBXYrIXHs3Hv,0.677,0.658,2,-7.909,1,0.0282,0.083,0,0.0617,0.681,107.97,audio_features,7jicciytVTNBXYrIXHs3Hv,spotify:track:7jicciytVTNBXYrIXHs3Hv,https://api.spotify.com/v1/tracks/7jicciytVTNBXYrIXHs3Hv,https://api.spotify.com/v1/audio-analysis/7jicciytVTNBXYrIXHs3Hv,225373,4,14hC5eBiPUxdPa90eCzwrR,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack)
5379uuUPHodsdVhy8pIAAr,0.643,0.769,8,-3.533,1,0.0877,0.0858,0,0.205,0.532,185.669,audio_features,5379uuUPHodsdVhy8pIAAr,spotify:track:5379uuUPHodsdVhy8pIAAr,https://api.spotify.com/v1/tracks/5379uuUPHodsdVhy8pIAAr,https://api.spotify.com/v1/audio-analysis/5379uuUPHodsdVhy8pIAAr,209027,4,6IJ3u6R56lp0AUT0W9snon,Colegio
35wvL50xvKpCHEJPxLOLPI,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,audio_features,35wvL50xvKpCHEJPxLOLPI,spotify:track:35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/tracks/35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/audio-analysis/35wvL50xvKpCHEJPxLOLPI,169248,4,7CjJb2mikwAWA1V6kewFBF,X 100PRE
3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,audio_features,3TgMcrV32NUKjEG2ujn9eh,spotify:track:3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/tracks/3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/audio-analysis/3TgMcrV32NUKjEG2ujn9eh,248336,4,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships
2D1TTiw2pRycUrGamzloUS,0.443,0.535,2,-7.477,1,0.167,0.718,0,0.144,0.345,96.149,audio_features,2D1TTiw2pRycUrGamzloUS,spotify:track:2D1TTiw2pRycUrGamzloUS,https://api.spotify.com/v1/tracks/2D1TTiw2pRycUrGamzloUS,https://api.spotify.com/v1/audio-analysis/2D1TTiw2pRycUrGamzloUS,152120,3,2u31UZBdCMPZPtKnhWpnga,late nights and lonely
5p9RLnmUUb2Euw50Lv7gSh,0.651,0.785,7,-7.926,1,0.0462,0.00527,0,0.1,0.406,119.969,audio_features,5p9RLnmUUb2Euw50Lv7gSh,spotify:track:5p9RLnmUUb2Euw50Lv7gSh,https://api.spotify.com/v1/tracks/5p9RLnmUUb2Euw50Lv7gSh,https://api.spotify.com/v1/audio-analysis/5p9RLnmUUb2Euw50Lv7gSh,156125,4,6SyvxY03mfCtR3KZntDlpl,CUANDO YO TE VEO
4XvcHTUfIlWfyJTRG0aqlo,0.829,0.512,6,-5.865,0,0.187,0.492,0,0.12,0.638,80.511,audio_features,4XvcHTUfIlWfyJTRG0aqlo,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo,https://api.spotify.com/v1/audio-analysis/4XvcHTUfIlWfyJTRG0aqlo,123987,4,38nZLvJx8A9p4YYpTG5iFP,Still Sleep?
3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4,7xV2TzoaVc0ycW7fwBwAml,Fine Line
3UhXPxLDFKCj1ZO6mmtV0a,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,audio_features,3UhXPxLDFKCj1ZO6mmtV0a,spotify:track:3UhXPxLDFKCj1ZO6mmtV0a,https://api.spotify.com/v1/tracks/3UhXPxLDFKCj1ZO6mmtV0a,https://api.spotify.com/v1/audio-analysis/3UhXPxLDFKCj1ZO6mmtV0a,208107,4,5KIGFE6IFlVQPA4Vsl15nV,Dreaming Out Loud
4Ft0391aLVNtCPPseh98lp,0.775,0.679,11,-4.985,1,0.0465,0.147,0,0.155,0.674,91.0,audio_features,4Ft0391aLVNtCPPseh98lp,spotify:track:4Ft0391aLVNtCPPseh98lp,https://api.spotify.com/v1/tracks/4Ft0391aLVNtCPPseh98lp,https://api.spotify.com/v1/audio-analysis/4Ft0391aLVNtCPPseh98lp,229387,4,1l1zcI8iwJg4WCb7jxHtbN,MANTRA
53AK4GrMkvsEVI4YEKJpY7,0.701,0.72,9,-5.153,0,0.034,0.169,0,0.11,0.333,130.016,audio_features,53AK4GrMkvsEVI4YEKJpY7,spotify:track:53AK4GrMkvsEVI4YEKJpY7,https://api.spotify.com/v1/tracks/53AK4GrMkvsEVI4YEKJpY7,https://api.spotify.com/v1/audio-analysis/53AK4GrMkvsEVI4YEKJpY7,226760,4,1PkZwt6uyYDzoI3N87QgDn,Mientras No Cueste Trabajo
1v1oIWf2Xgh54kIWuKsDf6,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,audio_features,1v1oIWf2Xgh54kIWuKsDf6,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6,248827,4,6YMSXPIHkA2jPIlFHuejXW,All My Demons Greeting Me As A Friend (Deluxe)
6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4,3BmcYMh0KYsimWL6p2gPa9,My World 2.0
15h9quQgltWsgYsdqSyPNb,0.701,0.804,10,-5.743,0,0.0379,0.71,0,0.0877,0.963,159.979,audio_features,15h9quQgltWsgYsdqSyPNb,spotify:track:15h9quQgltWsgYsdqSyPNb,https://api.spotify.com/v1/tracks/15h9quQgltWsgYsdqSyPNb,https://api.spotify.com/v1/audio-analysis/15h9quQgltWsgYsdqSyPNb,278959,4,1TFDHy8OgsjBtb02ye8i4x,Las Cartas Sobre la Mesa
5NJSLryp5WviTmppF33Peg,0.742,0.694,2,-6.178,1,0.0658,0.152,0,0.0979,0.63,93.044,audio_features,5NJSLryp5WviTmppF33Peg,spotify:track:5NJSLryp5WviTmppF33Peg,https://api.spotify.com/v1/tracks/5NJSLryp5WviTmppF33Peg,https://api.spotify.com/v1/audio-analysis/5NJSLryp5WviTmppF33Peg,193440,4,1MAJSLjUeB6OzsEdVv9Iqa,No Encuentro Palabras
6SznMYPQJHzr3IwsAHLId2,0.738,0.677,7,-5.121,1,0.0824,0.52,0,0.133,0.882,127.067,audio_features,6SznMYPQJHzr3IwsAHLId2,spotify:track:6SznMYPQJHzr3IwsAHLId2,https://api.spotify.com/v1/tracks/6SznMYPQJHzr3IwsAHLId2,https://api.spotify.com/v1/audio-analysis/6SznMYPQJHzr3IwsAHLId2,176747,4,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe)
4YyEyCoucJTM7xzts7vhXl,0.765,0.606,9,-9.888,1,0.0482,0.00898,0.152,0.132,0.667,119.987,audio_features,4YyEyCoucJTM7xzts7vhXl,spotify:track:4YyEyCoucJTM7xzts7vhXl,https://api.spotify.com/v1/tracks/4YyEyCoucJTM7xzts7vhXl,https://api.spotify.com/v1/audio-analysis/4YyEyCoucJTM7xzts7vhXl,190008,4,5O3DBRK3gYERwhT1F0FZ4D,Rosas (Oreja de Van Gogh)
3Xt1eKTOpO8oJjzIoPEvHh,0.707,0.635,2,-5.782,1,0.259,0.00859,0,0.107,0.414,173.89,audio_features,3Xt1eKTOpO8oJjzIoPEvHh,spotify:track:3Xt1eKTOpO8oJjzIoPEvHh,https://api.spotify.com/v1/tracks/3Xt1eKTOpO8oJjzIoPEvHh,https://api.spotify.com/v1/audio-analysis/3Xt1eKTOpO8oJjzIoPEvHh,160000,4,0hBUbQLzS8lQxNuSjrjfFV,Bellaquera
1ysNndeSjm1byM4ZEXmpE8,0.827,0.777,5,-3.97,0,0.0672,0.115,0,0.321,0.95,99.987,audio_features,1ysNndeSjm1byM4ZEXmpE8,spotify:track:1ysNndeSjm1byM4ZEXmpE8,https://api.spotify.com/v1/tracks/1ysNndeSjm1byM4ZEXmpE8,https://api.spotify.com/v1/audio-analysis/1ysNndeSjm1byM4ZEXmpE8,198243,4,0unLag8Tc82gN5qoLT5pnY,La Avenida
5mcYWxQAAlqGAhEPqVMMR5,0.856,0.65,1,-4.0,0,0.0952,0.15,1.13e-06,0.375,0.893,128.03,audio_features,5mcYWxQAAlqGAhEPqVMMR5,spotify:track:5mcYWxQAAlqGAhEPqVMMR5,https://api.spotify.com/v1/tracks/5mcYWxQAAlqGAhEPqVMMR5,https://api.spotify.com/v1/audio-analysis/5mcYWxQAAlqGAhEPqVMMR5,125080,4,6sIXTuaE9F2p4PcXVuawjp,En El Coche
5SjaZNwy1DpttK1lLk1r3j,0.79,0.606,4,-6.142,0,0.0463,0.0633,0,0.0808,0.763,117.947,audio_features,5SjaZNwy1DpttK1lLk1r3j,spotify:track:5SjaZNwy1DpttK1lLk1r3j,https://api.spotify.com/v1/tracks/5SjaZNwy1DpttK1lLk1r3j,https://api.spotify.com/v1/audio-analysis/5SjaZNwy1DpttK1lLk1r3j,178453,4,3puAvurwvtvi1rodndIPW8,LA VIDA ES UNA
03a359wbiUsjN9h6yzXvmS,0.854,0.556,1,-4.49,1,0.14,0.345,0,0.165,0.342,119.938,audio_features,03a359wbiUsjN9h6yzXvmS,spotify:track:03a359wbiUsjN9h6yzXvmS,https://api.spotify.com/v1/tracks/03a359wbiUsjN9h6yzXvmS,https://api.spotify.com/v1/audio-analysis/03a359wbiUsjN9h6yzXvmS,209531,4,42ZO19JImkKWh6y7rfvrfM,She Don't Give a Fo
4ilNL3cmANeJ6W0GWp51EY,0.5,0.729,2,-5.421,1,0.0362,0.284,0,0.102,0.187,123.826,audio_features,4ilNL3cmANeJ6W0GWp51EY,spotify:track:4ilNL3cmANeJ6W0GWp51EY,https://api.spotify.com/v1/tracks/4ilNL3cmANeJ6W0GWp51EY,https://api.spotify.com/v1/audio-analysis/4ilNL3cmANeJ6W0GWp51EY,251893,4,6E9U2yrFAY2nSpKbs0PMDc,Via Dalma
4FXSEdmbbeGmPIQltH27C8,0.719,0.788,9,-6.428,1,0.0284,0.023,0,0.0918,0.751,133.58,audio_features,4FXSEdmbbeGmPIQltH27C8,spotify:track:4FXSEdmbbeGmPIQltH27C8,https://api.spotify.com/v1/tracks/4FXSEdmbbeGmPIQltH27C8,https://api.spotify.com/v1/audio-analysis/4FXSEdmbbeGmPIQltH27C8,151867,4,3HnSOodhuufrSTBnGZQ3fu,El Viaje de Copperpot
6NdKkfo7o6IH1Op0jsBDjN,0.847,0.755,1,-4.569,0,0.0498,0.101,0,0.184,0.531,94.994,audio_features,6NdKkfo7o6IH1Op0jsBDjN,spotify:track:6NdKkfo7o6IH1Op0jsBDjN,https://api.spotify.com/v1/tracks/6NdKkfo7o6IH1Op0jsBDjN,https://api.spotify.com/v1/audio-analysis/6NdKkfo7o6IH1Op0jsBDjN,221520,4,4s9iYsrtBIvkZn5AEbUbl0,House of Pleasure
4DTrKnvkHtwQN6kBu4XXIF,0.518,0.861,11,-4.002,1,0.0673,0.0277,1.42e-06,0.249,0.457,141.986,audio_features,4DTrKnvkHtwQN6kBu4XXIF,spotify:track:4DTrKnvkHtwQN6kBu4XXIF,https://api.spotify.com/v1/tracks/4DTrKnvkHtwQN6kBu4XXIF,https://api.spotify.com/v1/audio-analysis/4DTrKnvkHtwQN6kBu4XXIF,186453,4,6Vsml6sziVKBHxbMEp5wgQ,Lemonade Mouth
5CGFApNEqgMcoKo6Q4KJ3g,0.692,0.662,4,-5.139,1,0.25,0.562,0,0.267,0.664,180.048,audio_features,5CGFApNEqgMcoKo6Q4KJ3g,spotify:track:5CGFApNEqgMcoKo6Q4KJ3g,https://api.spotify.com/v1/tracks/5CGFApNEqgMcoKo6Q4KJ3g,https://api.spotify.com/v1/audio-analysis/5CGFApNEqgMcoKo6Q4KJ3g,249333,4,0f0fMc8Jn7bRNtFZqtC6o0,Mantecado de Coco
2EMwnqCRKac4RYB6rkwG6U,0.738,0.397,5,-7.119,1,0.0324,0.781,4.19e-05,0.102,0.669,87.981,audio_features,2EMwnqCRKac4RYB6rkwG6U,spotify:track:2EMwnqCRKac4RYB6rkwG6U,https://api.spotify.com/v1/tracks/2EMwnqCRKac4RYB6rkwG6U,https://api.spotify.com/v1/audio-analysis/2EMwnqCRKac4RYB6rkwG6U,142651,4,2K8Jw6BgO5befV6LSdYXur,La Última (Banda Sonora Original)
3PeaoxxHW9L5OVVnkWDg6S,0.886,0.667,11,-6.614,1,0.0435,0.126,0,0.173,0.907,127.022,audio_features,3PeaoxxHW9L5OVVnkWDg6S,spotify:track:3PeaoxxHW9L5OVVnkWDg6S,https://api.spotify.com/v1/tracks/3PeaoxxHW9L5OVVnkWDg6S,https://api.spotify.com/v1/audio-analysis/3PeaoxxHW9L5OVVnkWDg6S,158000,4,6YKiRmNf2cuIRfuWmaaqMX,Mil Laberintos
